studierende_concept_id,studierende_concept_label,close_match_personal_ids,close_match_personal_labels,exact_match_personal_ids,exact_match_personal_labels,related_match_personal_ids,related_match_personal_labels,Bemerkungen,Nachweis zu Bemerkungen
01,Geisteswissenschaften,,,01,Geisteswissenschaften,
01.01,Geisteswissenschaften allgemein,01.010.0100,Lernbereich Geisteswissenschaften,,,,,abweichender Begriff
01.01.004,Interdisziplinäre Studien (Schwerpunkt Geisteswissenschaften),01.010.0120,Interdisziplinäre Studien (Schwerpunkt Geisteswissenschaften),,,
01.01.090,Lernbereich Geisteswissenschaften,,,,,
01.02,"Evangelische Theologie, -Religionslehre",,,,,
01.02.053,"Evang. Theologie, -Religionslehre",01.020.0250,Praktische Theologie und Religionspädagogik (evang. Th.),,,,,abweichender Begriff
01.02.161,Diakoniewissenschaft,01.020.0215,Diakoniewissenschaft,,,
01.02.544,"Evang. Religionspädagogik, kirchliche Bildungsarbeit",01.020.0250,Praktische Theologie und Religionspädagogik (evang. Th.),,,,,abweichender Begriff
01.03,"Katholische Theologie, -Religionslehre",,,,,
01.03.086,"Kath. Theologie, -Religionslehre",01.030.0300; 01.030.0340,"Kath. Theologie allgemein | Praktische Theologie und Religionspädagogik (kath. Th.)",,,,,zwei Fachgebiete (personal ids) einen String gesetzt / ggf. als eigenen Eintrag zu erfassen,
01.03.162,Caritaswissenschaft,01.030.0315,Caritaswissenschaft,,,
01.03.545,"Kath. Religionspädagogik, kirchliche Bildungsarbeit",01.030.0340,Praktische Theologie und Religionspädagogik (kath. Th.),,,,,abweichender Begriff
01.04,Philosophie,,,01.040,Philosophie,
01.04.127,Philosophie,,,,,
01.04.136,Religionswissenschaft,01.040.0410,Religionswissenschaft,,,
01.04.169,Ethik,01.040.0400,Philosophie allgemein,,,,,abweichender Begriff
01.05,Geschichte,,,01.050,Geschichte,
01.05.012,Archäologie,01.050.0570,Archäologie,,,
01.05.068,Geschichte,01.050.0500,Geschichte allgemein,,,,,
01.05.183,Wirtschafts-/Sozialgeschichte,01.050.0560,Wirtschafts- und Sozialgeschichte,,,,,
01.05.272,Alte Geschichte,01.050.0520,Alte Geschichte,,,
01.05.273,Mittlere und neuere Geschichte,01.050.0530;01.050.0540,,,,,,
01.05.275,Wissenschaftsgeschichte/Technikgeschichte,01.050.0595,Wissenschaftsgeschichte/Technikgeschichte,,,
01.05.548,Ur- und Frühgeschichte,01.050.0510,Ur- und Frühgeschichte,,,
01.06,Informations- und Bibliothekswissenschaften,,,01.070,Informations- und Bibliothekswissenschaften,
01.06.022,Informations- und Bibliothekswissenschaften (nicht für Verwaltungsfachhochschulen),01.070.0710; 01.070.0730,"Bibliothekswissenschaft (nicht für Verwaltungs-FH) | Informationswissenschaft",,,,,zwei Fachgebiete (personal ids) einen String gesetzt / ggf. als eigenen Eintrag zu erfassen
01.06.037,Archiv- und Dokumentationswissenschaft,01.070.0720,Archiv- und Dokumentationswissenschaft,,,
01.07,Allgemeine und vergleichende Literatur- und Sprachwissenschaft,,,01.080,Allgemeine und vergleichende Literatur- und Sprachwissenschaft,
01.07.018,Berufsbezogene Fremdsprachenausbildung,01.080.0830,"Angewandte Sprachwissenschaft, berufsbezogene Fremdsprachenausbildung",,,,,abweichender Begriff
01.07.152,Allgemeine Sprachwissenschaft,01.080.0800; 01.080.0810,"Allgemeine und vergleichende Literatur- und Sprachwissenschaft allgemein | Allg. und vergleichende Sprachwissenschaft",,,,,zwei Fachgebiete (personal ids) einen String gesetzt / ggf. als eigenen Eintrag zu erfassen
01.07.160,Computerlinguistik,01.080.0835,Computerlinguistik,,,
01.07.188,Allgemeine Literaturwissenschaft,01.080.0800; 01.080.0820,"Allgemeine und vergleichende Literatur- und Sprachwissenschaft allgemein | Allg. und vergleichende Literaturwissenschaft",,,,,zwei Fachgebiete (personal ids) einen String gesetzt / ggf. als eigenen Eintrag zu erfassen
01.07.284,Angewandte Sprachwissenschaft,01.080.0830,"Angewandte Sprachwissenschaft, berufsbezogene Fremdsprachenausbildung",,,,,abweichender Begriff,
01.08,"Altphilologie (klassische Philologie), Neugriechisch",,,,,
01.08.005,Klassische Philologie,01.090.0900,Altphilologie allgemein,,,,,abweichender Begriff
01.08.031,Byzantinistik,01.090.0930,Byzantinistik,,,
01.08.043,Neugriechisch,01.090.0940,Neugriechisch,,,
01.08.070,Griechisch,01.090.0910,Griechische Philologie,,,,,abweichender Begriff
01.08.095,Latein,01.090.0920,Lateinische Philologie,,,,,abweichender Begriff
01.09,"Germanistik (Deutsch, germanische Sprachen ohne Anglistik)",,,01.100,"Germanistik (Deutsch, germanische Sprachen ohne Anglistik)",
01.09.034,Dänisch,01.100.1070,Sonstige germanische Sprachen (ohne Anglistik),,,,,abweichender Begriff,
01.09.067,Germanistik/Deutsch,01.100.1000,"Germanistik (Deutsch, germanische Sprachen ohne Anglistik) allgemein",,,,,abweichender Begriff/Plus
01.09.119,Niederländisch,01.100.1030,Niederlandistik,,,,,abweichender Begriff
